52026 silly lifecycle ansi-styles@2.1.0~preinstall: no script for preinstall, continuing
56889 silly linkStuff through2@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/gulp-sourcemaps/node_modules as its parent node_modules
56890 verbose linkBins through2@2.0.0
56891 verbose linkMans through2@2.0.0
56892 silly build gulp-sourcemaps@1.6.0
56893 info linkStuff gulp-sourcemaps@1.6.0
56894 silly linkStuff gulp-sourcemaps@1.6.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56895 verbose linkBins gulp-sourcemaps@1.6.0
56896 verbose linkMans gulp-sourcemaps@1.6.0
56897 silly build through2@2.0.0
56898 info linkStuff through2@2.0.0
56899 silly linkStuff through2@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/download/node_modules as its parent node_modules
56900 verbose linkBins through2@2.0.0
56901 verbose linkMans through2@2.0.0
56902 silly build vinyl-fs@2.2.1
56903 info linkStuff vinyl-fs@2.2.1
56904 silly linkStuff vinyl-fs@2.2.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/download/node_modules as its parent node_modules
56905 verbose linkBins vinyl-fs@2.2.1
56906 verbose linkMans vinyl-fs@2.2.1
56907 silly build through2@2.0.0
56908 info linkStuff through2@2.0.0
56909 silly linkStuff through2@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/decompress/node_modules as its parent node_modules
56910 verbose linkBins through2@2.0.0
56911 verbose linkMans through2@2.0.0
56912 silly build vinyl-fs@2.2.1
56913 info linkStuff vinyl-fs@2.2.1
56914 silly linkStuff vinyl-fs@2.2.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/decompress/node_modules as its parent node_modules
56915 verbose linkBins vinyl-fs@2.2.1
56916 verbose linkMans vinyl-fs@2.2.1
56917 silly build through2@2.0.0
56918 info linkStuff through2@2.0.0
56919 silly linkStuff through2@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/decompress-unzip/node_modules as its parent node_modules
56920 verbose linkBins through2@2.0.0
56921 verbose linkMans through2@2.0.0
56922 silly build yargs@3.5.4
56923 info linkStuff yargs@3.5.4
56924 silly linkStuff yargs@3.5.4 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56925 verbose linkBins yargs@3.5.4
56926 verbose linkMans yargs@3.5.4
56927 silly build uglify-js@2.4.24
56928 info linkStuff uglify-js@2.4.24
56929 silly linkStuff uglify-js@2.4.24 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56930 verbose linkBins uglify-js@2.4.24
56931 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
56931 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
56931 verbose link bins   false ]
56932 verbose linkMans uglify-js@2.4.24
56933 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/uglifyjs is being purged
56934 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/uglifyjs
56935 silly build html-minifier@0.6.9
56936 info linkStuff html-minifier@0.6.9
56937 silly linkStuff html-minifier@0.6.9 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56938 verbose linkBins html-minifier@0.6.9
56939 verbose link bins [ { 'html-minifier': './cli.js' },
56939 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
56939 verbose link bins   false ]
56940 verbose linkMans html-minifier@0.6.9
56941 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/html-minifier is being purged
56942 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/html-minifier
56943 silly build grunt-contrib-htmlmin@0.3.0
56944 info linkStuff grunt-contrib-htmlmin@0.3.0
56945 silly linkStuff grunt-contrib-htmlmin@0.3.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56946 verbose linkBins grunt-contrib-htmlmin@0.3.0
56947 verbose linkMans grunt-contrib-htmlmin@0.3.0
56948 silly build grunt-contrib-uglify@0.6.0
56949 info linkStuff grunt-contrib-uglify@0.6.0
56950 silly linkStuff grunt-contrib-uglify@0.6.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56951 verbose linkBins grunt-contrib-uglify@0.6.0
56952 verbose linkMans grunt-contrib-uglify@0.6.0
56953 silly build yauzl@2.3.1
56954 info linkStuff yauzl@2.3.1
56955 silly linkStuff yauzl@2.3.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56956 verbose linkBins yauzl@2.3.1
56957 verbose linkMans yauzl@2.3.1
56958 silly build decompress-unzip@3.4.0
56959 info linkStuff decompress-unzip@3.4.0
56960 silly linkStuff decompress-unzip@3.4.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56961 verbose linkBins decompress-unzip@3.4.0
56962 verbose linkMans decompress-unzip@3.4.0
56963 silly build decompress@3.0.0
56964 info linkStuff decompress@3.0.0
56965 silly linkStuff decompress@3.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56966 verbose linkBins decompress@3.0.0
56967 verbose linkMans decompress@3.0.0
56968 silly build gulp-decompress@1.2.0
56969 info linkStuff gulp-decompress@1.2.0
56970 silly linkStuff gulp-decompress@1.2.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56971 verbose linkBins gulp-decompress@1.2.0
56972 verbose linkMans gulp-decompress@1.2.0
56973 silly build download@4.4.3
56974 info linkStuff download@4.4.3
56975 silly linkStuff download@4.4.3 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56976 verbose linkBins download@4.4.3
56977 verbose linkMans download@4.4.3
56978 silly build bin-wrapper@3.0.2
56979 info linkStuff bin-wrapper@3.0.2
56980 silly linkStuff bin-wrapper@3.0.2 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56981 verbose linkBins bin-wrapper@3.0.2
56982 verbose linkMans bin-wrapper@3.0.2
56983 silly build bin-build@2.2.0
56984 info linkStuff bin-build@2.2.0
56985 silly linkStuff bin-build@2.2.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56986 verbose linkBins bin-build@2.2.0
56987 verbose linkMans bin-build@2.2.0
56988 silly build optipng-bin@3.0.3
56989 info linkStuff optipng-bin@3.0.3
56990 silly linkStuff optipng-bin@3.0.3 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56991 verbose linkBins optipng-bin@3.0.3
56992 verbose link bins [ { optipng: 'cli.js' },
56992 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
56992 verbose link bins   false ]
56993 verbose linkMans optipng-bin@3.0.3
56994 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/optipng is being purged
56995 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/optipng
56996 silly build imagemin-optipng@4.3.0
56997 info linkStuff imagemin-optipng@4.3.0
56998 silly linkStuff imagemin-optipng@4.3.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56999 verbose linkBins imagemin-optipng@4.3.0
57000 verbose linkMans imagemin-optipng@4.3.0
57001 silly build jpegtran-bin@3.0.6
57002 info linkStuff jpegtran-bin@3.0.6
57003 silly linkStuff jpegtran-bin@3.0.6 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
57004 verbose linkBins jpegtran-bin@3.0.6
57005 verbose link bins [ { jpegtran: 'cli.js' },
57005 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
57005 verbose link bins   false ]
57006 verbose linkMans jpegtran-bin@3.0.6
57007 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/jpegtran is being purged
57008 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/jpegtran
57009 silly build imagemin-jpegtran@4.3.2
57010 info linkStuff imagemin-jpegtran@4.3.2
57011 silly linkStuff imagemin-jpegtran@4.3.2 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
57012 verbose linkBins imagemin-jpegtran@4.3.2
57013 verbose linkMans imagemin-jpegtran@4.3.2
57014 silly build gifsicle@3.0.3
57015 info linkStuff gifsicle@3.0.3
57016 silly linkStuff gifsicle@3.0.3 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
57017 verbose linkBins gifsicle@3.0.3
57018 verbose link bins [ { gifsicle: 'cli.js' },
57018 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
57018 verbose link bins   false ]
57019 verbose linkMans gifsicle@3.0.3
57020 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/gifsicle is being purged
57021 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/gifsicle
57022 silly build imagemin-gifsicle@4.2.0
57023 info linkStuff imagemin-gifsicle@4.2.0
57024 silly linkStuff imagemin-gifsicle@4.2.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
57025 verbose linkBins imagemin-gifsicle@4.2.0
57026 verbose linkMans imagemin-gifsicle@4.2.0
57027 silly build imagemin@3.2.2
57028 info linkStuff imagemin@3.2.2
57029 silly linkStuff imagemin@3.2.2 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
57030 verbose linkBins imagemin@3.2.2
57031 verbose link bins [ { imagemin: 'cli.js' },
57031 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
57031 verbose link bins   false ]
57032 verbose linkMans imagemin@3.2.2
57033 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/imagemin is being purged
57034 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/imagemin
57035 silly build grunt-contrib-imagemin@0.9.4
57036 info linkStuff grunt-contrib-imagemin@0.9.4
57037 silly linkStuff grunt-contrib-imagemin@0.9.4 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
57038 verbose linkBins grunt-contrib-imagemin@0.9.4
57039 verbose linkMans grunt-contrib-imagemin@0.9.4
57040 silly build zlib-browserify@0.0.3
57041 info linkStuff zlib-browserify@0.0.3
57042 silly linkStuff zlib-browserify@0.0.3 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
57043 verbose linkBins zlib-browserify@0.0.3
57044 verbose linkMans zlib-browserify@0.0.3
57045 silly build gzip-size@0.1.1
57046 info linkStuff gzip-size@0.1.1
57047 silly linkStuff gzip-size@0.1.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/grunt-lib-contrib/node_modules as its parent node_modules
57048 verbose linkBins gzip-size@0.1.1
57049 verbose link bins [ { 'gzip-size': 'cli.js' },
57049 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/grunt-lib-contrib/node_modules/.bin',
57049 verbose link bins   false ]
57050 verbose linkMans gzip-size@0.1.1
57051 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/grunt-lib-contrib/node_modules/.bin/gzip-size is being purged
57052 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/grunt-lib-contrib/node_modules/.bin/gzip-size
57053 silly build maxmin@0.1.0
57054 info linkStuff maxmin@0.1.0
57055 silly linkStuff maxmin@0.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/grunt-lib-contrib/node_modules as its parent node_modules
57056 verbose linkBins maxmin@0.1.0
57057 verbose linkMans maxmin@0.1.0
57058 silly build grunt-lib-contrib@0.7.1
57059 info linkStuff grunt-lib-contrib@0.7.1
57060 silly linkStuff grunt-lib-contrib@0.7.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
57061 verbose linkBins grunt-lib-contrib@0.7.1
57062 verbose linkMans grunt-lib-contrib@0.7.1
57063 silly build grunt-contrib-jst@0.6.0
57064 info linkStuff grunt-contrib-jst@0.6.0
57065 silly linkStuff grunt-contrib-jst@0.6.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
57066 verbose linkBins grunt-contrib-jst@0.6.0
57067 verbose linkMans grunt-contrib-jst@0.6.0
57068 silly doSerial global-link 0
57069 silly doParallel update-linked 0
57070 silly doSerial install 728
57071 silly install abbrev@1.0.7 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/abbrev-41e3f8992c598438b9ad23f0001f3aa7
57072 info lifecycle abbrev@1.0.7~install: abbrev@1.0.7
57073 silly lifecycle abbrev@1.0.7~install: no script for install, continuing
57074 silly install adm-zip@0.4.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/adm-zip-0a4b8621697d5721fa838d1ba4917a2f
57075 info lifecycle adm-zip@0.4.4~install: adm-zip@0.4.4
57076 silly lifecycle adm-zip@0.4.4~install: no script for install, continuing
57077 silly install amdefine@1.0.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/amdefine-5803f462c9325fdb7a92bda09cda6e1d
57078 info lifecycle amdefine@1.0.0~install: amdefine@1.0.0
57079 silly lifecycle amdefine@1.0.0~install: no script for install, continuing
57080 silly install ansi-regex@0.2.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/ansi-regex-862f44bbed8e0bc21ae16e6ec8dfb1d7
57081 info lifecycle ansi-regex@0.2.1~install: ansi-regex@0.2.1
57082 silly lifecycle ansi-regex@0.2.1~install: no script for install, continuing
57083 silly install ansi-styles@1.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/ansi-styles-2020de168f2d2b48ad25ecdee3cae3c7
57084 info lifecycle ansi-styles@1.1.0~install: ansi-styles@1.1.0
57085 silly lifecycle ansi-styles@1.1.0~install: no script for install, continuing
57086 silly install apache-server-configs@2.14.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/apache-server-configs-9dc58503228952310ad8832d64ced0de
57087 info lifecycle apache-server-configs@2.14.0~install: apache-server-configs@2.14.0
57088 silly lifecycle apache-server-configs@2.14.0~install: no script for install, continuing
57089 silly install underscore.string@2.4.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/underscore.string-90e54fb7944e03e65297db5eea2721ae
57090 info lifecycle underscore.string@2.4.0~install: underscore.string@2.4.0
57091 silly lifecycle underscore.string@2.4.0~install: no script for install, continuing
57092 silly install array-differ@1.0.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/array-differ-7835c86a209003bf5654fa756a025293
57093 info lifecycle array-differ@1.0.0~install: array-differ@1.0.0
57094 silly lifecycle array-differ@1.0.0~install: no script for install, continuing
57095 silly install array-uniq@0.1.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/array-uniq-d740f095002b43f0fa528a06102ceff0
57096 info lifecycle array-uniq@0.1.1~install: array-uniq@0.1.1
57097 silly lifecycle array-uniq@0.1.1~install: no script for install, continuing
57098 silly install array-union@0.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/array-union-4c43dc088c33340bb1ab4b86cc344e42
57099 info lifecycle array-union@0.1.0~install: array-union@0.1.0
57100 silly lifecycle array-union@0.1.0~install: no script for install, continuing
57101 silly install array-uniq@1.0.2 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/array-uniq-9d9cc4e227be28e6451a844fd9e76085
57102 info lifecycle array-uniq@1.0.2~install: array-uniq@1.0.2
57103 silly lifecycle array-uniq@1.0.2~install: no script for install, continuing
57104 silly install asn1@0.1.11 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/asn1-f0778724f0bb2b0870b7746626874add
57105 info lifecycle asn1@0.1.11~install: asn1@0.1.11
57106 silly lifecycle asn1@0.1.11~install: no script for install, continuing
57107 silly install assert-plus@0.1.5 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/assert-plus-d81f842658d76f2de0993ed81c839ee0
57108 info lifecycle assert-plus@0.1.5~install: assert-plus@0.1.5
57109 silly lifecycle assert-plus@0.1.5~install: no script for install, continuing
57110 silly install async@0.1.22 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/async-624a0b40280e011e178710385c6ae54a
57111 info lifecycle async@0.1.22~install: async@0.1.22
57112 silly lifecycle async@0.1.22~install: no script for install, continuing
57113 silly install async-each-series@1.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/async-each-series-469145e1f1716152a2cb0a9f7e5345b8
